source,predicate,target
CAT-68,used_by,CAT-63
CAT-68,used_by,CAT-66
CAT-68,used_by,CAT-71
CAT-68,used_by,CAT-72
CAT-69,depends_on,CAT-03
CAT-69,depends_on,CAT-09
CAT-69,depends_on,CAT-13
CAT-69,depends_on,CAT-20
CAT-69,depends_on,CAT-21
CAT-69,depends_on,CAT-35
CAT-69,depends_on,CAT-38
CAT-69,depends_on,CAT-52
CAT-69,used_by,CAT-44
CAT-69,used_by,CAT-46
CAT-69,used_by,CAT-55
CAT-69,used_by,CAT-58
CAT-69,used_by,CAT-60
CAT-69,used_by,CAT-62
CAT-69,used_by,CAT-66
CAT-69,used_by,CAT-70
CAT-69,used_by,CAT-71
CAT-69,used_by,CAT-72
CAT-70,depends_on,CAT-44
CAT-70,depends_on,CAT-45
CAT-70,depends_on,CAT-46
CAT-70,depends_on,CAT-47
CAT-70,depends_on,CAT-51
CAT-70,depends_on,CAT-55
CAT-70,depends_on,CAT-69
CAT-70,used_by,CAT-44
CAT-70,used_by,CAT-46
CAT-70,used_by,CAT-60
CAT-70,used_by,CAT-62
CAT-70,used_by,CAT-66
CAT-71,depends_on,CAT-13
CAT-71,depends_on,CAT-44
CAT-71,depends_on,CAT-47
CAT-71,depends_on,CAT-50
CAT-71,depends_on,CAT-51
CAT-71,depends_on,CAT-66
CAT-71,depends_on,CAT-67
CAT-71,depends_on,CAT-68
CAT-71,depends_on,CAT-69
CAT-71,depends_on,CAT-72
CAT-71,used_by,CAT-60
CAT-71,used_by,CAT-62
CAT-71,used_by,CAT-70
CAT-72,depends_on,CAT-16
CAT-72,depends_on,CAT-17
CAT-72,depends_on,CAT-58
CAT-72,depends_on,CAT-59
CAT-72,depends_on,CAT-61
CAT-72,depends_on,CAT-66
CAT-72,depends_on,CAT-69
CAT-72,depends_on,CAT-71
CAT-72,used_by,CAT-60
CAT-72,used_by,CAT-62
CAT-72,used_by,CAT-66
CAT-72,used_by,CAT-71
CAT-73,depends_on,CAT-16
CAT-73,depends_on,CAT-17
CAT-73,depends_on,CAT-31
CAT-73,depends_on,CAT-44
CAT-73,depends_on,CAT-57
CAT-73,depends_on,CAT-60
CAT-73,used_by,CAT-74
CAT-73,used_by,CAT-75
CAT-73,used_by,CAT-76
CAT-73,used_by,CAT-77
CAT-73,used_by,CAT-78
CAT-74,depends_on,CAT-15
CAT-74,depends_on,CAT-16
CAT-74,depends_on,CAT-23
CAT-74,depends_on,CAT-31
CAT-74,depends_on,CAT-64
CAT-74,depends_on,CAT-73
CAT-74,used_by,CAT-27
CAT-74,used_by,CAT-57
CAT-74,used_by,CAT-77
CAT-74,used_by,CAT-93
CAT-75,depends_on,CAT-16
CAT-75,depends_on,CAT-38
CAT-75,depends_on,CAT-46
CAT-75,depends_on,CAT-57
CAT-75,depends_on,CAT-65
CAT-75,depends_on,CAT-69
CAT-75,depends_on,CAT-73
CAT-75,used_by,CAT-18
CAT-75,used_by,CAT-74
CAT-75,used_by,CAT-77
CAT-76,depends_on,CAT-16
CAT-76,depends_on,CAT-17
CAT-76,depends_on,CAT-34
CAT-76,depends_on,CAT-63
CAT-76,depends_on,CAT-64
CAT-76,used_by,CAT-40
CAT-76,used_by,CAT-41
CAT-76,used_by,CAT-52
CAT-76,used_by,CAT-56
CAT-76,used_by,CAT-73
CAT-76,used_by,CAT-74
CAT-76,used_by,CAT-75
CAT-77,depends_on,CAT-39
CAT-77,depends_on,CAT-43
CAT-77,depends_on,CAT-57
CAT-77,depends_on,CAT-65
CAT-77,depends_on,CAT-75
CAT-77,depends_on,CAT-92
CAT-77,depends_on,CAT-93
CAT-77,used_by,CAT-18
CAT-77,used_by,CAT-74
CAT-77,used_by,CAT-91
CAT-77,used_by,CAT-93
CAT-78,depends_on,CAT-14
CAT-78,depends_on,CAT-44
CAT-78,depends_on,CAT-57
CAT-78,depends_on,CAT-60
CAT-78,depends_on,CAT-73
CAT-78,used_by,CAT-47
CAT-78,used_by,CAT-64
CAT-78,used_by,CAT-73
CAT-78,used_by,CAT-89
CAT-78,used_by,CAT-90
CAT-79,depends_on,CAT-01
CAT-79,depends_on,CAT-17
CAT-79,depends_on,CAT-78
CAT-79,used_by,CAT-80
CAT-79,used_by,CAT-81
CAT-79,used_by,CAT-84
CAT-79,used_by,CAT-85
CAT-80,depends_on,CAT-18
CAT-80,depends_on,CAT-39
CAT-80,depends_on,CAT-79
CAT-80,used_by,CAT-01
CAT-80,used_by,CAT-75
CAT-80,used_by,CAT-78
CAT-80,used_by,CAT-84
CAT-80,used_by,CAT-85
CAT-81,depends_on,CAT-79
CAT-81,depends_on,CAT-82
CAT-81,used_by,CAT-34
CAT-81,used_by,CAT-43
CAT-81,used_by,CAT-77
CAT-81,used_by,CAT-79
CAT-81,used_by,CAT-80
CAT-82,depends_on,CAT-01
CAT-82,depends_on,CAT-06
CAT-82,depends_on,CAT-78
CAT-82,used_by,CAT-75
CAT-82,used_by,CAT-77
CAT-82,used_by,CAT-79
CAT-82,used_by,CAT-80
CAT-82,used_by,CAT-81
CAT-82,used_by,CAT-83
CAT-83,depends_on,CAT-01
CAT-83,depends_on,CAT-02
CAT-83,depends_on,CAT-03
CAT-83,depends_on,CAT-04
CAT-83,depends_on,CAT-10
CAT-83,depends_on,CAT-44
CAT-83,depends_on,CAT-82
CAT-83,used_by,CAT-65
CAT-83,used_by,CAT-73
CAT-83,used_by,CAT-75
CAT-83,used_by,CAT-79
CAT-83,used_by,CAT-80
CAT-84,depends_on,CAT-59
CAT-84,depends_on,CAT-79
CAT-84,depends_on,CAT-80
CAT-84,used_by,CAT-03
CAT-84,used_by,CAT-39
CAT-84,used_by,CAT-40
CAT-84,used_by,CAT-52
CAT-84,used_by,CAT-75
CAT-84,used_by,CAT-79
CAT-84,used_by,CAT-80
CAT-85,depends_on,CAT-79
CAT-85,depends_on,CAT-80
CAT-85,depends_on,CAT-84
CAT-85,used_by,CAT-79
CAT-85,used_by,CAT-80
CAT-85,used_by,CAT-84
CAT-86,depends_on,CAT-02
CAT-86,depends_on,CAT-11
CAT-86,depends_on,CAT-13
CAT-86,depends_on,CAT-14
CAT-86,depends_on,CAT-15
CAT-86,depends_on,CAT-20
CAT-86,depends_on,CAT-21
CAT-86,depends_on,CAT-23
CAT-86,depends_on,CAT-27
CAT-86,depends_on,CAT-30
CAT-86,used_by,CAT-19
CAT-86,used_by,CAT-25
CAT-86,used_by,CAT-30
CAT-86,used_by,CAT-55
CAT-86,used_by,CAT-73
CAT-86,used_by,CAT-87
CAT-86,used_by,CAT-91
CAT-87,depends_on,CAT-02
CAT-87,depends_on,CAT-08
CAT-87,depends_on,CAT-11
CAT-87,depends_on,CAT-13
CAT-87,depends_on,CAT-19
CAT-87,depends_on,CAT-28
CAT-87,depends_on,CAT-57
CAT-87,depends_on,CAT-86
CAT-87,used_by,CAT-32
CAT-87,used_by,CAT-73
CAT-87,used_by,CAT-89
CAT-87,used_by,CAT-90
CAT-87,used_by,CAT-91
CAT-88,depends_on,CAT-02
CAT-88,depends_on,CAT-04
CAT-88,depends_on,CAT-08
CAT-88,depends_on,CAT-11
CAT-88,depends_on,CAT-13
CAT-88,depends_on,CAT-15
CAT-88,depends_on,CAT-35
CAT-88,used_by,CAT-30
CAT-88,used_by,CAT-32
CAT-88,used_by,CAT-62
CAT-88,used_by,CAT-86
CAT-88,used_by,CAT-87
CAT-88,used_by,CAT-90
CAT-89,depends_on,CAT-32
CAT-89,depends_on,CAT-42
CAT-89,depends_on,CAT-44
CAT-89,depends_on,CAT-54
CAT-89,depends_on,CAT-58
CAT-89,depends_on,CAT-65
CAT-89,depends_on,CAT-87
CAT-89,used_by,CAT-66
CAT-89,used_by,CAT-77
CAT-89,used_by,CAT-90
CAT-89,used_by,CAT-91
CAT-90,depends_on,CAT-15
CAT-90,depends_on,CAT-43
CAT-90,depends_on,CAT-44
CAT-90,depends_on,CAT-57
CAT-90,depends_on,CAT-77
CAT-90,depends_on,CAT-78
CAT-90,depends_on,CAT-88
CAT-90,depends_on,CAT-89
CAT-90,used_by,CAT-73
CAT-90,used_by,CAT-74
CAT-90,used_by,CAT-77
CAT-90,used_by,CAT-79
CAT-90,used_by,CAT-85
CAT-91,depends_on,CAT-58
CAT-91,depends_on,CAT-86
CAT-91,depends_on,CAT-87
CAT-91,depends_on,CAT-92
CAT-91,used_by,CAT-57
CAT-91,used_by,CAT-65
CAT-91,used_by,CAT-77
CAT-91,used_by,CAT-89
CAT-91,used_by,CAT-90
CAT-91,used_by,CAT-93
CAT-92,depends_on,CAT-15
CAT-92,depends_on,CAT-91
CAT-92,used_by,CAT-20
CAT-92,used_by,CAT-27
CAT-92,used_by,CAT-35
CAT-92,used_by,CAT-36
CAT-92,used_by,CAT-37
CAT-92,used_by,CAT-38
CAT-92,used_by,CAT-59
CAT-92,used_by,CAT-77
CAT-92,used_by,CAT-86
CAT-92,used_by,CAT-93
CAT-93,depends_on,CAT-16
CAT-93,depends_on,CAT-49
CAT-93,depends_on,CAT-59
CAT-93,depends_on,CAT-64
CAT-93,depends_on,CAT-77
CAT-93,depends_on,CAT-91
CAT-93,depends_on,CAT-92
CAT-93,depends_on,CAT-94
CAT-93,used_by,CAT-75
CAT-93,used_by,CAT-76
CAT-93,used_by,CAT-77
CAT-93,used_by,CAT-90
CAT-94,depends_on,CAT-17
CAT-94,depends_on,CAT-79
CAT-94,depends_on,CAT-81
CAT-94,depends_on,CAT-92
CAT-94,depends_on,CAT-93
CAT-94,used_by,CAT-34
CAT-94,used_by,CAT-38
CAT-94,used_by,CAT-39
CAT-94,used_by,CAT-79
CAT-94,used_by,CAT-81
CAT-94,used_by,CAT-92
CAT-94,used_by,CAT-93
W-Series,governed_by_catalogue,CAT-09
W-Series,governed_by_catalogue,CAT-08
T-Series,governed_by_catalogue,CAT-05
T-Series,governed_by_catalogue,CAT-02
T-Series,governed_by_catalogue,CAT-04
O-Series,governed_by_catalogue,CAT-03
O-Series,governed_by_catalogue,CAT-17
M-Series,governed_by_catalogue,CAT-20
M-Series,governed_by_catalogue,CAT-21
M-Series,governed_by_catalogue,CAT-28
L-Series,governed_by_catalogue,CAT-38
L-Series,governed_by_catalogue,CAT-40
L-Series,governed_by_catalogue,CAT-41
R-Series,governed_by_catalogue,CAT-11
R-Series,governed_by_catalogue,CAT-10
R-Series,governed_by_catalogue,CAT-30
B-Series,governed_by_catalogue,CAT-11
B-Series,governed_by_catalogue,CAT-30
G-Series,governed_by_catalogue,CAT-13
G-Series,governed_by_catalogue,CAT-19
G-Series,governed_by_catalogue,CAT-87
C-Series,governed_by_catalogue,CAT-60
C-Series,governed_by_catalogue,CAT-62
C-Series,governed_by_catalogue,CAT-59
C-Series,governed_by_catalogue,CAT-58
D-Series,governed_by_catalogue,CAT-40
D-Series,governed_by_catalogue,CAT-39
D-Series,governed_by_catalogue,CAT-47
P-Series,governed_by_catalogue,CAT-57
P-Series,governed_by_catalogue,CAT-25
P-Series,governed_by_catalogue,CAT-22
CAT-52,realised_by,C08
CAT-53,realised_by,C08
CAT-54,realised_by,C08
CAT-55,realised_by,C08
CAT-56,realised_by,C08
RD-Map,specified_by_catalogue,CAT-52
RD-Map,specified_by_catalogue,CAT-53
RD-Map,specified_by_catalogue,CAT-54
RD-Map,specified_by_catalogue,CAT-55
RD-Map,specified_by_catalogue,CAT-56
DS-F,specified_by_catalogue,CAT-43
DS-F,specified_by_catalogue,CAT-38
DS-E,specified_by_catalogue,CAT-43
DS-E,specified_by_catalogue,CAT-38
DS-O,specified_by_catalogue,CAT-43
DS-O,specified_by_catalogue,CAT-38
DS-A,specified_by_catalogue,CAT-43
DS-A,specified_by_catalogue,CAT-38
DS-P,specified_by_catalogue,CAT-43
DS-P,specified_by_catalogue,CAT-38
CAT-11,classifies,Asset-Temperature-sensors-room-flow-return
CAT-11,classifies,Asset-Relative-humidity-sensors
CAT-11,classifies,Asset-CO-sensors
CAT-11,classifies,Asset-VOC-PM-sensors
CAT-11,classifies,Asset-Window-Door-open-closed-sensors
CAT-11,classifies,Asset-Radiator-UFH-flow-sensors
CAT-11,classifies,Asset-Whole-house-smart-meter
CAT-11,classifies,Asset-Electrical-submeters
CAT-11,classifies,Asset-Heat-meters-heating-cooling-loops
CAT-11,classifies,Asset-PV-inverter
CAT-11,classifies,Asset-Battery-storage
CAT-11,classifies,Asset-EV-charger-smart-V2G
CAT-11,classifies,Asset-Heat-pump-ASHP-GSHP
CAT-11,classifies,Asset-PCM-storage-small-scale
CAT-11,classifies,Asset-Buffer-tanks-thermal-storage
CAT-11,classifies,Asset-ERV-HRV
CAT-11,classifies,Asset-Mixing-3-way-valves
CAT-11,classifies,Asset-Shading-blinds-actuators
CAT-11,classifies,Asset-ATS-STS-crossover-switches
CAT-11,classifies,Asset-Dynamic-tariff-grid-signals
CAT-11,classifies,Asset-Carbon-intensity-signals
CAT-11,classifies,Asset-Weather-nowcast-ensemble-forecasts
CAT-11,classifies,Asset-Occupant-preferences-override-app
